"","Metabolite_ID","Metabolite","SuperPathway","SubPathway","HMDB","KEGG","PUBCHEM"
"711","100009219","1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*","Lipid","Phosphatidylethanolamine (PE)","HMDB0009069",NA,"348281223"
"712","100009225","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*","Lipid","Plasmalogen","HMDB0011376",NA,NA
"713","100009227","1-linoleoyl-GPG (18:2)*","Lipid","Lysophospholipid","HMDB0240600",NA,NA
"714","100009231","gamma-glutamylserine","Peptide","Gamma-glutamyl Amino Acid","HMDB0029158",NA,"22844748"
"715","100009232","thioproline","Xenobiotics","Chemical","HMDB0062164",NA,"93176"
"716","100009233","palmitoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240592",NA,"151731"
"717","100009264","glycochenodeoxycholate glucuronide (1)","Lipid","Primary Bile Acid Metabolism","HMDB0002579",NA,"44263370"
"718","100009271","(S)-3-hydroxybutyrylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","HMDB0013127",NA,"71464477"
"719","100009272","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"720","100009327","sulfamethoxazole","Xenobiotics","Drug - Antibiotic","HMDB0015150","D00447","5329"
"721","100009329","ascorbic acid 2-sulfate","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","HMDB0060649",NA,"54676864"
"722","100009331","oleoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240596",NA,"59040790"
"723","100009332","arachidonoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240583",NA,"122198216"
"724","100009333","docosahexaenoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240647",NA,NA
"725","100009335","dihomo-linolenoyl-choline","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240646",NA,NA
"726","100009337","caffeic acid sulfate","Xenobiotics","Food Component/Plant","HMDB0041708",NA,"21668705"
"727","100009343","1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*","Lipid","Phosphatidylcholine (PC)","HMDB0008141",NA,"52922731"
"728","100009345","1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*","Lipid","Phosphatidylcholine (PC)","HMDB0008008",NA,"52922452"
"729","100009394","hexadecadienoate (16:2n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","HMDB0000477",NA,"13932172"
"730","100009406","palmitoleoylcarnitine (C16:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","HMDB0013207",NA,"71464547"
"731","100010850","4-hydroxyphenylacetylglutamine","Peptide","Acetylated Peptides",NA,NA,NA
"732","100010895","2'-O-methylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing",NA,NA,"150971"
"733","100010896","2'-O-methyluridine","Nucleotide","Pyrimidine Metabolism, Uracil containing","HMDB0240328",NA,"102212"
"734","100010901","gamma-glutamyl-alpha-lysine","Peptide","Gamma-glutamyl Amino Acid",NA,NA,"65254"
"735","100010917","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*","Lipid","Diacylglycerol","HMDB0007102","C13861","5282283"
"736","100010918","oleoyl-oleoyl-glycerol (18:1/18:1) [1]*","Lipid","Diacylglycerol","HMDB0007218",NA,"9543716"
"737","100010919","oleoyl-oleoyl-glycerol (18:1/18:1) [2]*","Lipid","Diacylglycerol","HMDB0007218",NA,"9543716"
"738","100010922","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","Lipid","Diacylglycerol","HMDB0007257",NA,"9543796"
"739","100010923","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","Lipid","Diacylglycerol","HMDB0007257",NA,"9543796"
"740","100010924","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*","Lipid","Diacylglycerol","HMDB0007112",NA,"9543736"
"741","100010925","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*","Lipid","Diacylglycerol","HMDB0007112",NA,"9543736"
"742","100010926","linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*","Lipid","Diacylglycerol","HMDB0007249",NA,"14275409"
"743","100010927","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","Lipid","Diacylglycerol","HMDB0007250",NA,"9543737"
"744","100010930","palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*","Lipid","Diacylglycerol","HMDB0007132",NA,"9543699"
"745","100010936","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*","Lipid","Diacylglycerol","HMDB0007228",NA,"9543786"
"746","100010937","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*","Lipid","Diacylglycerol","HMDB0007228",NA,"9543786"
"747","100010940","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*","Lipid","Diacylglycerol",NA,NA,NA
"748","100010941","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","Lipid","Diacylglycerol","HMDB0007248",NA,"9543729"
"749","100010942","linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*","Lipid","Diacylglycerol","HMDB0007248",NA,"9543729"
"750","100010949","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*","Lipid","Diacylglycerol","HMDB0007170","C00165","6438587"
"751","100010950","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*","Lipid","Diacylglycerol","HMDB0007170",NA,"6438587"
"752","100010955","perfluorooctanesulfonate (PFOS)","Xenobiotics","Chemical","HMDB0059586","C18142","74483"
"753","100015609","N-palmitoyl-sphingadienine (d18:2/16:0)*","Lipid","Ceramides","HMDB0240686",NA,NA
"754","100015620","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","Lipid","Lactosylceramides (LCER)","HMDB0004872",NA,NA
"755","100015623","lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*","Lipid","Lactosylceramides (LCER)","HMDB0011594",NA,"44260143"
"756","100015624","N-behenoyl-sphingadienine (d18:2/22:0)*","Lipid","Ceramides",NA,NA,NA
"757","100015625","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"758","100015632","N-stearoyl-sphingadienine (d18:2/18:0)*","Lipid","Ceramides","HMDB0240362",NA,"132282053"
"759","100015637","2-hydroxybehenate","Lipid","Fatty Acid, Monohydroxy","HMDB0061660",NA,"193484"
"760","100015638","2-hydroxynervonate*","Lipid","Fatty Acid, Monohydroxy",NA,NA,"5312783"
"761","100015640","N-palmitoylserine","Lipid","Endocannabinoid",NA,NA,"6453686"
"762","100015641","N-oleoylserine","Lipid","Endocannabinoid",NA,NA,"44190514"
"763","100015666","glycerophosphoserine*","Lipid","Phospholipid Metabolism",NA,NA,"3081457"
"764","100015681","palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*","Lipid","Diacylglycerol",NA,NA,NA
"765","100015723","hexadecasphingosine (d16:1)*","Lipid","Sphingosines",NA,NA,"14767871"
"766","100015727","ceramide (d16:1/24:1, d18:1/22:1)*","Lipid","Ceramides",NA,NA,NA
"767","100015731","N-palmitoyl-heptadecasphingosine (d17:1/16:0)*","Lipid","Ceramides","HMDB0240685",NA,NA
"768","100015735","ceramide (d18:1/14:0, d16:1/16:0)*","Lipid","Ceramides","HMDB0240681,HMDB0011773",NA,NA
"769","100015737","ceramide (d18:1/17:0, d17:1/18:0)*","Lipid","Ceramides","HMDB0240683,HMDB0240678",NA,NA
"770","100015744","ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Ceramides","HMDB0240679,HMDB0240680",NA,NA
"771","100015745","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"772","100015751","glycosyl ceramide (d18:1/23:1, d17:1/24:1)*","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"773","100015752","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"774","100015755","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*","Lipid","Ceramides","HMDB0240684,HMDB0240682,HMDB0004951",NA,NA
"775","100015759","stearoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0240648",NA,"90111"
"776","100015760","linoleoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)","HMDB0013213",NA,"53481656"
"777","100015776","ondansetron","Xenobiotics","Drug - Gastrointestinal","HMDB0005035","C07325","4595"
"778","100015782","metoclopramide","Xenobiotics","Drug - Gastrointestinal","HMDB0015363","C07868,D00726,
DG00055","4168"
"779","100015783","trazadone","Xenobiotics","Drug - Psychoactive","HMDB0014794","C07156,D08626","5533"
"780","100015786","sphingomyelin (d18:0/20:0, d16:0/22:0)*","Lipid","Dihydrosphingomyelins","HMDB0012090",NA,NA
"781","100015787","sphingomyelin (d18:1/19:0, d19:1/18:0)*","Lipid","Sphingomyelins",NA,NA,NA
"782","100015788","sphingomyelin (d18:2/18:1)*","Lipid","Sphingomyelins","HMDB0001348",NA,"52931155"
"783","100015789","sphingomyelin (d18:2/24:2)*","Lipid","Sphingomyelins","HMDB0240644",NA,NA
"784","100015790","sphingomyelin (d18:2/21:0, d16:2/23:0)*","Lipid","Sphingomyelins","HMDB0240676",NA,NA
"785","100015791","sphingomyelin (d18:2/23:1)*","Lipid","Sphingomyelins","HMDB0240668",NA,NA
"786","100015792","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","Lipid","Sphingomyelins","HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671",NA,NA
"787","100015793","sphingomyelin (d17:2/16:0, d18:2/15:0)*","Lipid","Sphingomyelins","HMDB0240677",NA,NA
"788","100015834","lignoceroylcarnitine (C24)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","HMDB0240665",NA,NA
"789","100015835","cerotoylcarnitine (C26)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","HMDB0006347",NA,"53477828"
"790","100015836","ximenoylcarnitine (C26:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NA,NA,NA
"791","100015837","arachidonoylcarnitine (C20:4)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","HMDB0006455",NA,"136212424"
"792","100015838","eicosenoylcarnitine (C20:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NA,NA,NA
"793","100015845","docosahexaenoylcarnitine (C22:6)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",NA,NA,NA
"794","100015846","nervonoylcarnitine (C24:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","HMDB0006509",NA,NA
"795","100015876","clindamycin","Xenobiotics","Drug - Antibiotic","HMDB0015321","DG00435,C06914,D00277","446598"
"796","100015878","metronidazole","Xenobiotics","Drug - Antibiotic","HMDB0015052","DG00006,C07203,D00409","4173"
"797","100015879","linezolid","Xenobiotics","Drug - Antibiotic","HMDB0014739","D00947,C08146","441401"
"798","100015882","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","Lipid","Hexosylceramides (HCER)",NA,NA,NA
"799","100015962","N,N,N-trimethyl-5-aminovalerate","Amino Acid","Lysine Metabolism",NA,NA,"14274897"
"800","100015966","carotene diol (1)","Cofactors and Vitamins","Vitamin A Metabolism",NA,NA,NA
"801","100015967","carotene diol (2)","Cofactors and Vitamins","Vitamin A Metabolism",NA,NA,NA
"802","100015968","carotene diol (3)","Cofactors and Vitamins","Vitamin A Metabolism",NA,NA,NA
"803","100015971","cortolone glucuronide (1)","Lipid","Corticosteroids",NA,NA,NA
"804","100015972","fluconazole","Xenobiotics","Drug - Antibiotic","HMDB0014342","C07002","3365"
"805","100016069","5-dodecenoylcarnitine (C12:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","HMDB13326",NA,"91825571"
"806","100019794","hydroxy-CMPF*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"807","100019801","3-hydroxyoleoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",NA,NA,"129637446"
"808","100019892","2-hydroxyarachidate*","Lipid","Fatty Acid, Monohydroxy",NA,NA,"5225199"
"809","100019957","N-stearoylserine*","Lipid","Endocannabinoid",NA,NA,NA
"810","100019960","2-hydroxyheptanoate*","Lipid","Fatty Acid, Monohydroxy",NA,NA,"2750949"
"811","100019972","dodecenedioate (C12:1-DC)*","Lipid","Fatty Acid, Dicarboxylate","HMDB0000933",NA,"5283028"
"812","100019975","hexadecenedioate (C16:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"813","100019978","octadecenedioate (C18:1-DC)","Lipid","Fatty Acid, Dicarboxylate",NA,NA,"9543674"
"814","100019981","heptenedioate (C7:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"815","100019982","octadecadienedioate (C18:2-DC)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"816","100020004","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**","Lipid","Fatty Acid, Dicarboxylate","HMDB0061643",NA,"194501"
"817","100020014","glucuronide of C10H18O2 (7)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"818","100020203","3-hydroxystachydrine*","Xenobiotics","Food Component/Plant",NA,"C10151","46173781"
"819","100020204","N-acetyl-2-aminooctanoate*","Lipid","Fatty Acid, Amino","HMDB0059745",NA,"95555"
"820","100020205","hydroxyasparagine**","Amino Acid","Alanine and Aspartate Metabolism","HMDB32332","C20631","15991574"
"821","100020208","perfluorooctanoate (PFOA)","Xenobiotics","Chemical","HMDB0059587",NA,"9554"
"822","100020211","3-hydroxybutyroylglycine**","Lipid","Fatty Acid Metabolism (Acyl Glycine)",NA,NA,NA
"823","100020215","N-methylhydroxyproline**","Amino Acid","Urea cycle; Arginine and Proline Metabolism",NA,NA,"9860390"
"824","100020217","N,N,N-trimethyl-alanylproline betaine (TMAP)","Amino Acid","Urea cycle; Arginine and Proline Metabolism","HMDB0240365",NA,NA
"825","100020219","3-formylindole","Xenobiotics","Food Component/Plant","HMDB29737","C08493","10256"
"826","100020241","gamma-glutamylcitrulline*","Peptide","Gamma-glutamyl Amino Acid",NA,NA,NA
"827","100020243","N4-acetylsulfamethoxazole*","Xenobiotics","Drug - Antibiotic","HMDB0013854","D01601,C13061","65280"
"828","100020253","glycine conjugate of C10H12O2*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"829","100020254","glycine conjugate of C10H14O2 (1)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"830","100020259","glutamine conjugate of C7H12O2*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"831","100020261","glutamine conjugate of C6H10O2 (1)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"832","100020262","glutamine conjugate of C6H10O2 (2)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"833","100020274","fibrinopeptide A (5-16)*","Peptide","Fibrinogen Cleavage Peptide",NA,NA,NA
"834","100020275","fibrinopeptide A (7-16)*","Peptide","Fibrinogen Cleavage Peptide",NA,NA,NA
"835","100020276","sphingomyelin (d17:1/14:0, d16:1/15:0)*","Lipid","Sphingomyelins",NA,NA,NA
"836","100020343","tetradecadienoate (14:2)*","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","HMDB0000560",NA,"5312409"
"837","100020351","N-carbamoylvaline","Amino Acid","Leucine, Isoleucine and Valine Metabolism",NA,NA,"448879"
"838","100020360","8-methoxykynurenate","Amino Acid","Tryptophan Metabolism","HMDB0060426","C05830","76230"
"839","100020361","3-amino-2-piperidone","Amino Acid","Urea cycle; Arginine and Proline Metabolism","HMDB0000323",NA,"5200225"
"840","100020371","N,N-dimethylalanine","Amino Acid","Alanine and Aspartate Metabolism",NA,NA,"5488191"
"841","100020372","3-indoleglyoxylic acid","Xenobiotics","Food Component/Plant",NA,NA,"73863"
"842","100020377","ethyl beta-glucopyranoside","Xenobiotics","Food Component/Plant","HMDB0029968",NA,"121667"
"843","100020378","2-hydroxysebacate","Lipid","Fatty Acid, Dicarboxylate","HMDB0000424",NA,"128458"
"844","100020409","ascorbic acid 3-sulfate*","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",NA,NA,"11425365"
"845","100020414","6-bromotryptophan","Amino Acid","Tryptophan Metabolism",NA,NA,"9856996"
"846","100020416","delta-CEHC","Cofactors and Vitamins","Tocopherol Metabolism",NA,NA,"35027084"
"847","100020417","N6,N6-dimethyllysine","Amino Acid","Lysine Metabolism","HMDB0013287","C05545","193344"
"848","100020478","dodecadienoate (12:2)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,"25480"
"849","100020479","indoleacetoylcarnitine*","Amino Acid","Tryptophan Metabolism",NA,NA,NA
"850","100020487","N-acetyl-isoputreanine","Amino Acid","Polyamine Metabolism",NA,NA,"131802901"
"851","100020492","glucuronide of piperine metabolite C17H21NO3 (4)*","Xenobiotics","Food Component/Plant",NA,NA,NA
"852","100020496","sulfate of piperine metabolite C16H19NO3 (2)*","Xenobiotics","Food Component/Plant",NA,NA,NA
"853","100020497","sulfate of piperine metabolite C16H19NO3 (3)*","Xenobiotics","Food Component/Plant",NA,NA,NA
"854","100020536","4-ethylcatechol sulfate","Xenobiotics","Benzoate Metabolism",NA,NA,NA
"855","100020541","11beta-hydroxyandrosterone glucuronide","Lipid","Androgenic Steroids","HMDB0010351",NA,NA
"856","100020545","N2-acetyl,N6,N6-dimethyllysine","Amino Acid","Lysine Metabolism",NA,NA,NA
"857","100020546","N2-acetyl,N6-methyllysine","Amino Acid","Lysine Metabolism",NA,NA,NA
"858","100020550","deoxycholic acid glucuronide","Lipid","Secondary Bile Acid Metabolism",NA,NA,NA
"859","100020578","4-allylcatechol sulfate","Xenobiotics","Benzoate Metabolism",NA,NA,NA
"860","100020769","1-heptadecenoylglycerol (17:1)*","Lipid","Monoacylglycerol",NA,NA,NA
"861","100020790","desmethylcitalopram*","Xenobiotics","Drug - Psychoactive","HMDB0014021","C16608","162180"
"862","100020793","citalopram propionate*","Xenobiotics","Drug - Psychoactive","HMDB60463","C16610","10403174"
"863","100020796","4-hydroxy duloxetine glucuronide*","Xenobiotics","Drug - Psychoactive","HMDB0060763",NA,"29981512"
"864","100020798","5-hydroxy-6-methoxy duloxetine sulfate*","Xenobiotics","Drug - Psychoactive",NA,NA,NA
"865","100020810","ranitidine N-oxide*","Xenobiotics","Drug - Gastrointestinal",NA,NA,"62985"
"866","100020819","glycoursodeoxycholic acid sulfate (1)","Lipid","Secondary Bile Acid Metabolism",NA,NA,NA
"867","100020820","glycoursodeoxycholic acid sulfate (2)","Lipid","Secondary Bile Acid Metabolism",NA,NA,NA
"868","100020822","dihydrocaffeate sulfate (2)","Xenobiotics","Food Component/Plant",NA,NA,NA
"869","100020823","lithocholate sulfate (1)","Lipid","Secondary Bile Acid Metabolism",NA,NA,"451489"
"870","100020825","3-hydroxyhexanoylcarnitine (1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",NA,NA,NA
"871","100020827","3-(methylthio)acetaminophen sulfate*","Xenobiotics","Drug - Analgesics, Anesthetics",NA,NA,NA
"872","100020833","2-ketocaprylate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","HMDB13211",NA,"67600"
"873","100020837","2,6-dihydroxybenzoic acid","Xenobiotics","Drug - Topical Agents","HMDB0013676",NA,"9338"
"874","100020842","N,N-dimethyl-5-aminovalerate","Amino Acid","Lysine Metabolism",NA,NA,NA
"875","100020844","tauroursodeoxycholic acid sulfate (1)","Lipid","Secondary Bile Acid Metabolism",NA,NA,NA
"876","100020868","trimethoprim","Xenobiotics","Drug - Antibiotic","HMDB0014583","C01965,D00145","5578"
"877","100020893","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","HMDB0240388",NA,NA
"878","100020901","fibrinopeptide A (3-15)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"25078015"
"879","100020902","fibrinopeptide A (2-15)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"25078015"
"880","100020903","fibrinopeptide A (3-16)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"25078015"
"881","100020904","fibrinopeptide A (4-15)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"25078015"
"882","100020905","fibrinopeptide A (8-16)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"25078015"
"883","100020906","tamsulosin","Xenobiotics","Drug - Antineoplastic","HMDB0014844","D08560,C07124","129211"
"884","100020908","fibrinopeptide B (1-13)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,NA
"885","100020910","fibrinopeptide B (1-12)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"16132131"
"886","100020912","fibrinopeptide B (1-11)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"16132131"
"887","100020913","fibrinopeptide B (1-9)**","Peptide","Fibrinogen Cleavage Peptide",NA,NA,"16132131"
"888","100020973","5-hydroxy-2-methylpyridine sulfate","Xenobiotics","Chemical",NA,NA,NA
"889","100020975","3-hydroxy-2-methylpyridine sulfate","Xenobiotics","Chemical",NA,NA,NA
"890","100021000","hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**","Lipid","Sphingomyelins",NA,NA,NA
"891","100021060","2-acrylamidoglycolic acid","Xenobiotics","Chemical",NA,NA,"92230"
"892","100021093","taurochenodeoxycholic acid 3-sulfate","Lipid","Secondary Bile Acid Metabolism","HMDB0002486",NA,"52931550"
"893","100021100","tetradecadienedioate (C14:2-DC)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,"86018718"
"894","100021103","pregnenetriol sulfate*","Lipid","Pregnenolone Steroids",NA,NA,"129671303"
"895","100021104","pregnenetriol disulfate*","Lipid","Pregnenolone Steroids",NA,NA,NA
"896","100021105","eicosenedioate (C20:1-DC)*","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"897","100021107","glu-gly-asn-val**","Peptide","Polypeptide",NA,NA,NA
"898","100021123","hydroxy-N6,N6,N6-trimethyllysine*","Amino Acid","Lysine Metabolism",NA,NA,NA
"899","100021131","undecenoylcarnitine (C11:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NA,NA,NA
"900","100021136","3-decenoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",NA,NA,NA
"901","100021141","3-hydroxydecanoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)","HMDB0061636",NA,"121454166"
"902","100021162","palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)","Lipid","Ceramide PEs",NA,NA,NA
"903","100021198","picolinoylglycine","Lipid","Fatty Acid Metabolism (Acyl Glycine)","HMDB0059766",NA,"11788622"
"904","100021208","4-vinylcatechol sulfate","Xenobiotics","Benzoate Metabolism",NA,NA,NA
"905","100021220","succinoyltaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",NA,NA,NA
"906","100021324","3,5-dichloro-2,6-dihydroxybenzoic acid","Xenobiotics","Chemical",NA,NA,"24721632"
"907","100021331","metabolonic lactone sulfate","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"908","100021363","vanillic acid glycine","Xenobiotics","Food Component/Plant","HMDB0060026",NA,"3083688"
"909","100021372","2-hydroxy-4-(methylthio)butanoic acid","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","HMDB0037115",NA,"11427"
"910","100021374","branched chain 14:0 dicarboxylic acid**","Lipid","Fatty Acid, Dicarboxylate",NA,NA,NA
"911","100021467","pentose acid*","Partially Characterized Molecules","Partially Characterized Molecules","HMDB0000892","C00803","7991"
"912","100021478","1-methyl-5-imidazolelactate","Amino Acid","Histidine Metabolism",NA,NA,NA
"913","100021502","(2 or 3)-decenoate (10:1n7 or n8)","Lipid","Medium Chain Fatty Acid",NA,NA,NA
"914","100021530","S-carboxyethylcysteine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",NA,NA,NA
"915","100021566","voriconazole","Xenobiotics","Drug - Antibiotic",NA,NA,"5231054"
"916","100021650","chenodeoxycholic acid sulfate (1)","Lipid","Primary Bile Acid Metabolism","HMDB0002522",NA,"21252308"
"917","100021666","branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"918","100021667","branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (2)*","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"919","100021707","3-bromo-5-chloro-2,6-dihydroxybenzoic acid*","Xenobiotics","Chemical",NA,NA,"134581543"
"920","100021711","decadienedioic acid (C10:2-DC)**","Lipid","Fatty Acid, Dicarboxylate",NA,NA,"17789717"
"921","100021712","deoxycholic acid 12-sulfate*","Lipid","Secondary Bile Acid Metabolism",NA,NA,NA
"922","100021726","GlcNAc sulfate conjugate of C21H34O2 steroid**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"923","100021727","cis-3,4-methyleneheptanoate","Lipid","Fatty Acid, Branched",NA,NA,NA
"924","100021728","cis-3,4-methyleneheptanoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",NA,NA,NA
"925","100021760","N-acetyl-2-aminoadipate","Amino Acid","Lysine Metabolism",NA,"C12986","443992"
"926","100021782","De(carboxymethoxy) cetirizine acetic acid","Xenobiotics","Drug - Respiratory",NA,NA,NA
"927","100021784","4-chlorobenzoic acid","Xenobiotics","Chemical",NA,"C02370","6318"
"928","100021839","2-methoxyhydroquinone sulfate (1)","Xenobiotics","Benzoate Metabolism",NA,NA,NA
"929","100021918","2,4-di-tert-butylphenol","Xenobiotics","Chemical",NA,NA,NA
"930","100021990","3-hydroxyoctanoylcarnitine (1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",NA,NA,NA
"931","100021991","3-hydroxyoctanoylcarnitine (2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",NA,NA,NA
"932","100021992","cis-3,4-methyleneheptanoylglycine","Lipid","Fatty Acid Metabolism (Acyl Glycine)",NA,NA,NA
"933","100022003","bilirubin degradation product, C16H18N2O5 (1)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"934","100022004","bilirubin degradation product, C16H18N2O5 (2)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"935","100022005","bilirubin degradation product, C17H18N2O4 (1)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"936","100022006","bilirubin degradation product, C17H18N2O4 (2)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"937","100022007","bilirubin degradation product, C17H18N2O4 (3)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"938","100022008","bilirubin degradation product, C17H20N2O5 (1)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"939","100022009","bilirubin degradation product, C17H20N2O5 (2)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
"940","100022013","tetrahydrocortisol glucuronide","Lipid","Corticosteroids",NA,NA,NA
"941","100022014","bilirubin degradation product, C16H18N2O5 (3)**","Partially Characterized Molecules","Partially Characterized Molecules",NA,NA,NA
